"id","wiki_friendly_title","Segment Ids","ISMAR Links","GIS Id","Alternate IDs","Location-lon","Location-lat","Average Depth (m)","Introduction (English)","Area (m^2)","Introduzione (Italiano)","Name","Length (m)","Insula Number","Target Depth (cm)"
"VIO","Rio de S. Vio","VIO","2259,2260,2279","VIO",,"12.32927799","45.42996131","-1.42","On 5 June each year the church, dedicated to St. Vito and Modesto, was visited by the Doge and the Signoria, to commemorate the suppression of the conspiracy of Tiepolo Baiamonte on the same day in 1310.ï¿½In 1806 the church was deconsecrated and demolished soon after.ï¿½The original building that remains are a few decorative elements.ï¿½At the foot of the bridge of San Vio-rise building Cini Valmarana, from the seventeenth century and the sixteenth-century palace Loredan-Cini.ï¿½On the opposite side of the river stands Palazzo Barbarigo, whose main facade, facing the Grand Canal and rhythmic central four-light, is decorated with mosaics nineteenth century.","2353.7","Il 5 giugno di ogni anno la chiesa, dedicata ai Santi Vito e Modesto, era visitata dal doge e dalla Signoria, per commemorare la repressione della congiura di Baiamonte Tiepolo avvenuta lo stesso giorno nel 1310. Nel 1806 la chiesa fu sconsacrata e poco dopo abbattuta. Dell'originario edificio non rimangono che alcuni elementi decorativi. Ai piedi del ponte di San Vio sorgono palazzo Cini-Valmarana, del XVII secolo, e il cinquecentesco palazzo Loredan-Cini. Sul lato opposto del rio si erge palazzo Barbarigo, la cui facciata principale, rivolta verso Canal Grande e ritmata da quadrifore centrali, ï¿½ decorata da mosaici ottocenteschi.","Rio de S. Vio","267.6","20","200.0"
"VIN","Rio del Vin","VIN","2146,2147,2148","VIN",,"12.34217405","45.43482503","-0.91","In Venice, the boats carrying wine docked at the Rialto and the Riva degli Schiavoni, at the bridge, for that reason is called 'vin'.ï¿½At the foot of the bridge is Dandolo palace of the XV century, belonged to one of the most ancient and noble families of Venice.ï¿½In 1822 the building was purchased by Joseph Niel and used as a luxury hotel with the name of 'Danieli', function they have today.","1351.3","A Venezia le barche che trasportavano il vino approdavano a Rialto e in riva degli Schiavoni, all'altezza del ponte che per tale motivo ï¿½ chiamato 'del vin'. Ai piedi del ponte sorge palazzo Dandolo, del XV secolo, appartenuto a una tra le piï¿½ antiche e illustri famiglie di Venezia. Nel 1822 il palazzo fu acquistato da Giuseppe da Niel e adibito ad albergo di lusso con il nome di 'Danieli', funzione che assolve tutt'oggi.","Rio del Vin","232.2","4","180.0"
"GIUS","Rio de S. Giustina","GIUS","2091","GIUS",,"12.34589696","45.43893551","-1.45","The church of Santa Giustina was annually visited by the Doge to commemorate the victory of Lepanto on 7 October 1571: on this occasion the Doge gave the nuns the convent a few gold coins called 'Giustine'.ï¿½Closed for worship in 1810, was used with the adjoining convent for various uses; recently became the headquarters of the Scientific Lyceum 'Blessed' and is currently the subject of a major restoration.ï¿½The facade of the building is documented in the lower right corner of the incision Carlevarijs Luke, Church of Santa Giustina Augustinian Nuns, 1703.ï¿½It overlooks the river the eighteenth century palace Top-Zon, with the eponymous bridge, whose original building dates back to the fourteenth century.ï¿½The family Zon reached Venice in ancient times.ï¿½Among his descendants Tassini mentions Michael, whom Pope Eugene IV in 1444 gave eight galleys for the war against the Turks.","3395.2","La chiesa di Santa Giustina veniva annualmente visitata dal doge per commemorare la vittoria di Lepanto avvenuta il 7 ottobre 1571: in quest'occasione il doge regalava alle monache dell'annesso convento alcune monete d'oro dette 'giustine'. Chiusa al culto nel 1810, fu adibita con l'annesso convento a vari usi; da ultimo divenne sede del Liceo scientifico 'Benedetti' e attualmente ï¿½ oggetto di un radicale restauro. La facciata dell'edificio ï¿½ documentata in basso a destra dall'incisione di Luca Carlevarijs, Chiesa di Santa Giustina Monache Agostiniane, 1703. Si affaccia sul rio il settecentesco palazzo Cima-Zon, con l'omonimo ponte, la cui costruzione originaria risale al XIV secolo. La famiglia Zon giunse a Venezia in tempi antichi. Fra i suoi discendenti il Tassini menziona Michele, al quale il papa Eugenio IV nel 1444 affidï¿½ otto galere per la guerra contro i turchi.","Rio de S. Giustina","225.5","25","200.0"
"ONGA",,"ONGA01","",,,,,,,,,,,,
"ARZE","Rio de l'Arzere e de S. Marta","ARZE4,ARZE1,ARZE2,ARZE3","2185,2187,2188,2189","ARZE",,"12.31606007","45.43577363","-1.42","","8008.7","","Rio de l'Arzere e de S. Marta","328.8","17","200.0"
"TOMA","Rio de S. Tomà","TOMA","2293,2294,2295","TOMA",,"12.32791543","45.43623286","-1.42","","842.0","","Rio de S. Tomà","165.2","8","180.0"
"SEVE","Rio de S. Severo","SEVE1,SEVE2","2064,2150,2151","SEVE",,"12.34283924","45.43669963","-1.3","Stood in this area a small church called 'San Severo,' striking example of Venetian-Byzantine architecture.ï¿½Located in front of the palace Zorzi, the church was demolished during the Austrian government in 1829 to build a prison.ï¿½Behind the palace Zorzi arise rio-Bon, a late-Byzantine thirteenth century, that Gothic elements, and Zorzi Palace, built in the sixteenth century and designed by Mauro Codussi.","2214.3","Sorgeva in questa zona una piccola chiesa detta 'di San Severo', esempio singolare d'architettura veneto-bizantina. Situata nell'area di fronte a palazzo Zorzi, la chiesa fu demolita durante il governo austriaco nel 1829 per costruirvi una prigione. A ridosso del rio sorgono palazzo Zorzi-Bon, edificio tardo-bizantino del XIII secolo che conserva elementi gotici, e palazzo Zorzi, costruito nel Cinquecento su progetto di Mauro Codussi.","Rio de S. Severo","272.5","4","200.0"
"GUER","Rio de la Guerra","GUER","2408","GUER",,"12.3361069","45.44212357","-0.64","The picture on the right shows us the narrow river, or rather Rielo, de war, sometimes called the Blessed, for its proximity to the eponymous Gothic building whose main facade faces the Rio Santa Sofia, which was denied access to water (previously in force) due to the demolition of the old arched bridge occurred about twenty years ago.ï¿½In its place was rebuilt a modern bridge plan, that if one side has facilitated the pedestrian traffic, on the other hand has blocked the aqueous.ï¿½The Rio de la guerra owes its name to the numerous struggles of punches that saw opposing the Castellani and Nicolotti at various locations in the city, as evidenced even today the name 'Bridge of punches' on the canals of Santa Fosca and St. Barnabas.","313.3","L'immagine a lato ci fa vedere lo stretto rio, o meglio rielo, de la guerra, talvolta chiamato dei Benedetti, per la vicinanza con l'omonimo edificio gotico la cui facciata principale fronteggia il rio di Santa Sofia, al quale ï¿½ stato negato l'accesso acqueo (precedentemente vigente) per via della demolizione del vecchio ponte ad arco avvenuta all'incirca una ventina d'anni or sono. Al suo posto fu rifatto un moderno ponte piano, che se da un lato ha facilitato la viabilitï¿½ pedonale, dall'altro ha bloccato quella acquea. Il rio de la guerra deve il suo nome alle numerose lotte dei pugni che vedevano contrapposti i Castellani ed i Nicolotti, in varie zone della cittï¿½, come testimonia ancor oggi il toponimo 'ponte dei pugni' sui rii di Santa Fosca e di San Barnaba.","Rio de la Guerra","81.6","12","180.0"
"ORTO","Rio de la Madona de l'Orto","ORTO2,ORTO3,ORTO1","2028,2033,2034","ORTO",,"12.33260393","45.44596631","-1.75","It owes its name to the presence of the church of Gothic, partially visible in the image on the side, built around the middle of the fourteenth century by Marco de Tiberio Tiberi from Parma, general of the humble, under the heading of St. Christopher.Subsequently changed its name because of the discovery, in a neighboring orchard, a rough image has the Madonna and Child, still venerated in the sacred places.ï¿½The church houses numerous paintings and the tomb of Jacopo Robusti, called 'Tintoretto'.ï¿½The school is located next dei Mercanti, built in the fourteenth century under the name of St. Christopher, and then combined with another of equal name in 1560, coming from the country of the Frari.ï¿½There are various buildings that face their facade of this river, among which that of the camel (probable site of fontego of the Moors), the Ca 'Rizzo-Patarol - famous for its garden and recently converted into a hotel - and Ca' Benzi Zecchini-hour hospital Fatebenefratelli, Contarini dal Zaffo and others.","4404.5","Deve la sua denominazione alla presenza dell'omonima chiesa gotica, parzialmente visibile nell'immagine qui a lato, edificata attorno alla metï¿½ del XIV secolo da Marco Tiberio de Tiberi da Parma, generale degli Umiliati, sotto l'intitolazione di San Cristoforo. Mutï¿½ successivamente il suo nome per via del ritrovamento, in un orto vicino, di una rozza immmagine della Madonna col Bambino, tuttora venerata all'interno dei sacri luoghi. La chiesa ospita numerosissimi dipinti e la tomba di Jacopo Robusti, detto 'il Tintoretto'. Le sorge affianco la scuola dei Mercanti, sorta nel XIV secolo col nome di San Cristoforo, e successivamente unita con l'altra di egual nome nel 1560, proveniente dalla contrada dei Frari. Vari sono gli edifici che prospettano la loro facciata su questo rio, tra cui ricordiamo quello del cammello (probabile sede del fontego dei mori), la Ca' Rizzo-Patarol - famosa per il suo giardino e recentemente trasformata in albergo - e la Ca' Benzi-Zecchini ora ospedale Fatebenefratelli, Contarini dal Zaffo ed altri.","Rio de la Madona de l'Orto","367.8","14","200.0"
"VETR",,"VETR01","",,,,,,,,,,,,
"OGNI","Rio dei Ognisanti","OGNI3,OGNI2,OGNI1","2017,2018,2118,2119","OGNI",,"12.32346296","45.43103046","-1.34","The evil of the Saints, which inspired brushes Pio Semeghini in 1903 (left), owes its name to the nearby monastery built in the early fifteenth century by a group of Cistercian nuns, who abandoned the primitive monastery of Santa Margherita di Torcello move to Venice.ï¿½Part of the convent was demolished at the end of the nineteenth century and later replaced - in 1909 - by a huge building for hospital use, commonly known as 'chronic'.ï¿½The evil of Saints real (now underground) ran along the front of the building, parallel to the river near dell'Avogaria, and connected the Rio de San Trovaso with the stream of Malpaga.","4253.8","Il rio degli Ognisanti, che ispirï¿½ i pennelli di Pio Semeghini nel 1903 (a fianco), deve il suo nome al vicino monastero edificato agli inizi del XV secolo da un gruppo di monache cistercensi, che abbandonarono il primitivo cenobio di Santa Margherita di Torcello per trasferirsi a Venezia. Parte del convento fu demolito allo scadere del XIX secolo e successivamente sostituito - nel 1909 - da un enorme edificio ad uso ospedaliero, volgarmente conosciuto col nome di 'Cronici'. Il rio dei Ognisanti vero e proprio (ora interrato) correva lungo la fronte dell'edificio, parallelamente al vicino rio dell'Avogaria, e collegava il rio de San Trovaso con il rio del Malpaga.","Rio dei Ognisanti","382.3","19","200.0"
"GREC","Rio dei Greci","GREC","2084","GREC",,"12.34442711","45.43479491","-1.63","Dominated by leaning bell tower that supports the homonymous church is just a few steps from San Marco.ï¿½In the second half of the fifteenth century Venice offered hospitality to the many Greek refugees who fled from their lands militarily occupied by the Turks after the fall of Constantinople in 1453.ï¿½The community greek orthodox obtained permission to celebrate Mass with their own rite and, in 1539, began the building of the present church, dedicated to St. George and still officiated.ï¿½In the urban core still a reference point for the community you can also see the School of St. Nicholas and the college wanted to Thomas Flangini.ï¿½The left side of the river is dominated by buildings intended for military use since the early nineteenth century and current headquarters and provincial headquarters of the police.","2687.6","Dominato dal campanile pendente che affianca l'omonima chiesa, ï¿½ a pochi passi da San Marco. Nella seconda metï¿½ del XV secolo Venezia diede ospitalitï¿½ ai numerosi profughi greci che fuggivano dalle loro terre militarmente occupate dai turchi, dopo la caduta di Costantinopoli nel 1453. La comunitï¿½ greco-ortodossa ottenne facoltï¿½ di celebrare messa con proprio rito e, nel 1539, iniziï¿½ l'edificazione dell'attuale chiesa, dedicata a San Giorgio e tuttora officiata. Nel nucleo urbano ancor oggi punto di riferimento di quella comunitï¿½ si possono ammirare anche la Scuola di San Nicolï¿½ e il collegio voluto da Tommaso Flangini. Il lato sinistro del rio ï¿½ dominato da edifici destinati ad uso militare fin dal primo Ottocento e attuale sede el Comando provinciale dei carabinieri.","Rio dei Greci","207.1","24","200.0"
